939172681|AA|CCRN|Critical Care Registered Nurse|1|4|7|30|335:4
830530974|MMI|5.18|Measured Tumor Identification|C3541902|[diap]|["MEASURED"-tx-1-"measured"-verb-0]|TX|104/8|
830530974|MMI|5.18|Provide (product)|C0359589|[food]|["provides"-tx-1-"provides"-verb-0]|TX|1140/8|
830530974|MMI|5.18|Repair of ventral hernia|C0019334|[topp]|["ventral hernia repair"-tx-1-"ventral hernia repair"-noun-0]|TX|873/21|
830530974|MMI|5.18|Used by|C1273517|[fndg]|["used"-tx-1-"used"-verb-0]|TX|1677/4|
830530974|MMI|5.18|Weighing patient|C1305866|[diap]|["weight"-tx-1-"weight"-noun-0]|TX|1458/6|
830530974|MMI|5.18|Wounds - qualifier|C0021501|[fndg]|["wounds"-tx-1-"wounds"-noun-0]|TX|454/6|
830530974|MMI|5.18|travel charge|C1555670|[hlca]|["travel"-tx-1-"travel"-noun-0]|TX|561/6|
830530974|MMI|5.18|treatment - ActInformationManagementReason|C3887704|[hlca]|["treatment"-tx-1-"treatment"-noun-0]|TX|1572/9|
830530974|MMI|3.76|Patient status|C0449437|[fndg]|["Patient status"-tx-1-"patient's status"-noun-0]|TX|646/9,676/6|
830530974|MMI|3.68|Able (finding)|C1299581|[fndg]|["Able"-tx-1-"able"-adj-1]|TX|491/4|
830530974|MMI|3.59|Data call receiving device|C3245479|[medd]|["data"-tx-1-"data"-noun-0]|TX|958/4|
830530974|MMI|3.57|At risk of injury|C0582456|[fndg]|["risk Wound"-tx-1-"risk wound"-noun-0]|TX|1717/4,1726/5|
830530974|MMI|3.56|Patient Visit|C1512346|[hlca]|["visit"-tx-1-"visits"-verb-0]|TX|369/6|
830530974|MMI|3.56|Visit|C0545082|[bhvr]|["Visits"-tx-1-"visits"-verb-0]|TX|369/6|
830530974|MMI|3.55|Recurrent Malignant Neoplasm|C1458156|[neop]|["recurrence"-tx-1-"recurrence"-noun-0]|TX|130/10|
830530974|MMI|3.48|Mesh surgical material|C0181805|[medd]|["Mesh"-tx-1-"mesh"-noun-0]|TX|165/4|
830530974|MMI|3.47|Abortion consent:Finding:Point in time:^Patient:Document|C2360836|[clna]|["Patient"-tx-1-"patient's"-noun-0]|TX|646/9|
830530974|MMI|3.47|Hysterectomy consent:Finding:Point in time:^Patient:Document|C2360838|[clna]|["Patient"-tx-1-"patient's"-noun-0]|TX|646/9|
830530974|MMI|3.47|Sterilization consent:Finding:Point in time:^Patient:Document|C2360840|[clna]|["Patient"-tx-1-"patient's"-noun-0]|TX|646/9|
830530974|MMI|3.45|Wound care management|C1272654|[topp]|["Wound Care"-tx-1-"wound care"-noun-0]|TX|549/10|
830530974|MMI|3.45|wound care|C0886052|[topp]|["Wound care"-tx-1-"wound care"-noun-0]|TX|549/10|
830530974|MMI|3.45|Financial problem|C0549106|[fndg]|["financial problems"-tx-1-"financial problems"-noun-0]|TX|820/9,854/8|
830530974|MMI|3.44|Patient Problem|C1254481|[fndg]|["patient problems"-tx-1-"patient's problems"-noun-0]|TX|1707/9,1732/8|
830530974|MMI|3.44|Hernia--Surgery|C3826215|[topp]|["Hernia--Surgery"-tx-1-"hernia surgery"-noun-0]|TX|1255/14|
830530974|MMI|3.44|major surgery|C0679637|[topp]|["major surgery"-tx-1-"major surgery"-noun-0]|TX|253/5,288/7|
830530974|MMI|3.43|Abdomen incision|C0198488|[topp]|["Abdominal Surgical wound"-tx-1-"wound abdominal surgery"-noun-0]|TX|1224/5,1245/9,1262/7|
830530974|MMI|3.43|Interventional procedure|C0184661|[topp]|["PROCEDURES"-tx-1-"procedures"-noun-0]|TX|331/10|
830530974|MMI|3.43|Related personal status|C0445223|[fndg]|["Related"-tx-1-"related"-adj-0]|TX|846/7|
830530974|MMI|3.42|Surgical repair|C0374711|[topp]|["SURGICAL Wound Repair"-tx-1-"repairs wound surgery"-noun-0]|TX|189/7,216/5,237/7|
830530974|MMI|3.42|Surgical wound healing|C0879439|[topp]|["Surgical Wound Repair"-tx-1-"repairs wound surgery"-noun-0]|TX|189/7,216/5,237/7|
1270960071|MMI|30.14|Hospitals|C0019994|[hcro,mnob]|["HOSPITAL"-tx-1-"hospital"-noun-0,"Hospitals"-tx-1-"hospitals"-noun-0]|TX|[560/8],[623/8];214/9|N02.278.421
1270960071|MMI|25.92|Physicians|C0031831|[prog]|["Doctor"-tx-1-"doctor"-noun-0]|TX|[287/6],[386/6]|M01.526.485.810;N02.360.810
1270960071|MMI|16.18|Eating|C0013470|[orgf]|["Eat"-tx-1-"eat"-verb-0]|TX|610/3|G07.203.650.593.260;G07.700.620.260;G10.261.326.240
1270960071|MMI|13.11|Urgent Care|C2362545|[hcro]|["Urgent Care"-tx-1-"urgent care"-noun-0]|TX|547/11|E02.760.106;N02.421.585.106
1270960071|MMI|12.89|Dental Occlusion|C0011382|[ortf]|["Bite"-tx-1-"bite"-noun-0]|TX|602/4|E06.276;G10.549.235.202
1270960071|MMI|11.49|Disease|C0012634|[dsyn]|["condition"-tx-1-"condition"-noun-0]|TX|432/9|C23.550.288
1270960071|MMI|9.78|Laboratory|C0022877|[mnob,orgt]|["Lab"-tx-1-"lab"-noun-0]|TX|301/3|N02.278.487
1270960071|MMI|7.45|Anatomic Site|C1515974|[blor]|["Location"-tx-1-"Location"-noun-0,"Location"-tx-1-"location"-noun-0]|TX|484/8;445/8|
1270960071|MMI|6.74|Medical Specialities|C0037778|[bmod]|["Specialty"-tx-1-"specialty"-noun-0]|TX|421/9|H02.403
1270960071|MMI|5.18|Condition:Find:Pt:^Patient:Nom|C3864998|[clna]|["Condition"-tx-1-"condition"-noun-0]|TX|432/9|
1270960071|MMI|5.18|Finding|C0243095|[fndg]|["Find"-tx-1-"Find"-verb-0]|TX|364/4|
1270960071|MMI|5.18|Medical records:Finding:-:^Patient:Document|C0551625|[clna]|["Medical records"-tx-1-"medical records"-noun-0]|TX|66/15|
1270960071|MMI|5.18|Provide (product)|C0359589|[food]|["provides"-tx-1-"provides"-verb-0]|TX|696/8|
1270960071|MMI|5.18|Take|C1515187|[hlca]|["Take"-tx-1-"take"-verb-0]|TX|795/4|
1270960071|MMI|3.65|Urgent Care Clinic/Center|C1551285|[hcro,mnob]|["Urgent Care"-tx-1-"urgent care"-noun-0]|TX|547/11|
1270960071|MMI|3.63|Account number:Identifier:Point in time:^Patient:Nominal|C2741673|[clna]|["Account #"-tx-1-"account"-noun-0]|TX|880/7|
1270960071|MMI|3.63|Professional Organization or Group|C1522486|[prog]|["ORG"-tx-1-"org"-adj-0]|TX|923/3|
1270960071|MMI|3.59|Experimental Result|C2825142|[fndg]|["Result"-tx-1-"results"-noun-0]|TX|305/7|
1270960071|MMI|3.52|Personal appearance|C0233426|[orga]|["look"-tx-1-"Looking"-noun-0]|TX|588/7|
1270960071|MMI|3.48|Decision|C0679006|[menp]|["Call"-tx-1-"call"-noun-0]|TX|805/4|
1270960071|MMI|3.48|Precursor B-cell lymphoblastic leukemia|C1292769|[neop]|["c all"-tx-1-"call"-noun-0]|TX|805/4|
1270960071|MMI|3.48|Services|C0557854|[ocac]|["Services"-tx-1-"services"-noun-0]|TX|756/8|
1270960071|MMI|3.43|Compleat Liquid Nutrition|C0725685|[food]|["COMPLEAT"-tx-1-"complete"-adj-0]|TX|30/8|
1270960071|MMI|3.43|Management procedure|C1273870|[ocac]|["Managing"-tx-1-"managing"-noun-0]|TX|52/8|
1270960071|MMI|3.43|Medical service|C0199168|[hlca]|["Medical"-tx-1-"medical"-adj-0]|TX|572/7|
1270960071|MMI|3.40|Department|C1704729|[orgt]|["Department"-tx-1-"departments"-noun-0]|TX|740/11|
669810242|MMI|30.32|Pharmaceutical Services|C0031321|[hlca]|["Pharmacy"-tx-1-"Pharmacy"-noun-0,"Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|11/8;[213/8],[266/8]|N02.421.668
669810242|MMI|30.32|Pharmacy facility|C0031322|[hcro]|["Pharmacy"-tx-1-"Pharmacy"-noun-0,"Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|11/8;[213/8],[266/8]|N02.278.678
669810242|MMI|28.70|Apple|C1095830|[food]|["APPLE"-tx-1-"apple"-noun-0]|TX|188/5|B01.650.940.800.575.100.842.500.444
669810242|MMI|26.23|Prescription procedure|C0033080|[hlca]|["Prescription"-tx-1-"prescription"-noun-0,"Prescriptions"-tx-1-"prescriptions"-noun-0]|TX|108/12;144/13|N02.421.668.778
669810242|MMI|20.71|Pharmacy (field)|C0031336|[bmod]|["Pharmacy"-tx-1-"Pharmacy"-noun-0,"Pharmacy"-tx-1-"pharmacy"-noun-0]|TX|11/8;[213/8],[266/8]|H02.646
669810242|MMI|5.18|Proud|C3842457|[fndg]|["Proud"-tx-1-"proud"-adj-0]|TX|23/5|
669810242|MMI|3.68|Prescriptions:Finding:Point in time:^Patient:Narrative|C2741652|[clna]|["Prescriptions"-tx-1-"prescriptions"-noun-0]|TX|144/13|
669810242|MMI|3.68|Profile (lab procedure)|C1979963|[lbpr]|["Profile"-tx-1-"profile"-noun-0]|TX|121/7|
669810242|MMI|3.47|Apple Flavor|C0475653|[food]|["APPLE"-tx-1-"apple"-noun-0]|TX|188/5|
669810242|MMI|3.47|Apple extract|C3257517|[orch]|["apple"-tx-1-"apple"-noun-0]|TX|188/5|
669810242|MMI|3.47|Medical Devices|C0025080|[medd]|["DEVICES"-tx-1-"devices"-noun-0]|TX|194/7|E07
669810242|MMI|3.47|Radiology Devices|C3887560|[medd]|["Devices"-tx-1-"devices"-noun-0]|TX|194/7|
673100266|MMI|43.74|Dentistry|C0011438|[bmod]|["Dentistry"-tx-1-"Dentistry"-noun-0,"Dentistry"-tx-1-"dentistry"-noun-0]|TX|101/9;[534/9],[558/9],[593/9],[610/9],[650/9]|E06;H02.163
673100266|MMI|40.20|Dental Health Services|C0011365|[hlca]|["Dental"-tx-1-"Dental"-adj-0,"Dental"-tx-1-"dental"-adj-0]|TX|54/6;[257/6],[381/6],[410/6]|N02.421.240
673100266|MMI|19.47|Congress (U.S. Legislature)|C0009753|[orgt]|["Congress"-tx-1-"Congress"-noun-0]|TX|[117/8],[298/8],[452/8],[703/8],[781/8]|
673100266|MMI|14.64|Consultation|C0009818|[hlca]|["Consult"-tx-1-"consult"-verb-0]|TX|773/7|N04.452.758.849
673100266|MMI|14.64|Periodontic specialty|C0031098|[bmod]|["Periodontology"-tx-1-"periodontology"-noun-0]|TX|621/14|E06.721;H02.163.876.623
673100266|MMI|11.49|Geriatrics|C0017469|[bmod]|["Gerontology"-tx-1-"gerontology"-noun-0]|TX|569/11|H02.403.355
673100266|MMI|11.49|Gerontology|C0205767|[ocdi]|["Gerontology"-tx-1-"gerontology"-noun-0]|TX|569/11|H02.403.355
673100266|MMI|7.70|Myositis Activities Profile|C4050322|[lbpr]|["MAP"-tx-1-"map"-noun-0,"MAP"-tx-1-"map"-verb-0]|TX|[790/3],[809/3];[790/3],[809/3]|
673100266|MMI|6.83|Industry|C0021267|[ocac]|["Industry"-tx-1-"industry"-noun-0]|TX|417/8|J01.576
673100266|MMI|6.59|Science|C0036397|[ocdi]|["Scientific"-tx-1-"scientific"-adj-0]|TX|496/10|H01.770
673100266|MMI|5.18|Automatically|C3842331|[fndg]|["Automatically"-tx-1-"automatically"-adv-0]|TX|814/13|
673100266|MMI|5.18|Dental surgical procedure|C0204324|[topp]|["dental surgery"-tx-1-"dental surgery"-noun-0]|TX|661/14|
673100266|MMI|5.18|Take|C1515187|[hlca]|["Take"-tx-1-"take"-verb-0]|TX|475/4|
673100266|MMI|3.55|National reporting jurisdiction:Loc:Pt:^Event:Nom|C4019010|[clna]|["Event"-tx-1-"event"-noun-0]|TX|264/5|
673100266|MMI|3.44|professional occupation status|C0679924|[prog]|["professionals"-tx-1-"professionals"-noun-0]|TX|388/13|
673100266|MMI|3.43|EUROPEAN, CENTRAL|C0239308|[fndg]|["EUROPEAN, CENTRAL"-tx-1-"Central European"-adj-0]|TX|37/16|
673100266|MMI|3.42|20%|C3842589|[fndg]|["20%"-tx-1-"20"-integer-0]|TX|189/2|
575498080|MMI|51.82|First Aid|C0016143|[topp]|["First Aid"-tx-5-"First Aid"-noun-0,"First Aid"-tx-3-"First Aid"-noun-0,"First Aid"-tx-1-"First Aid"-noun-0]|TX|1121/9;908/9;[1/9],[285/9],[618/9]|E02.365.305
575498080|MMI|25.71|Date Fruit|C2348077|[food]|["DATE"-tx-1-"date"-adj-0]|TX|666/4|B01.650.940.800.575.100.093.615
575498080|MMI|22.44|Term Birth|C0233324|[orgf]|["Term"-tx-3-"terms"-noun-0]|TX|808/5|G08.686.785.760.769.490.500
575498080|MMI|21.36|intended - ParticipationSignature|C1551357|[fndg]|["intended"-tx-5-"intended"-verb-0,"intended"-tx-5-"intended"-verb-1,"intended"-tx-3-"intended"-verb-0,"intended"-tx-3-"intended"-verb-1]|TX|[1058/8],[1101/8];[1058/8],[1101/8];[845/8],[888/8];[845/8],[888/8]|
575498080|MMI|17.80|Reading (activity)|C0034754|[dora]|["Read"-tx-3-"Read"-verb-0]|TX|755/4|L01.143.506.423.557
575498080|MMI|16.08|Adult Children|C0683572|[famg]|["adults children"-tx-1-"Adults Children"-noun-0]|TX|447/6,469/8|F01.829.263.065;I01.880.853.150.281;M01.055
575498080|MMI|13.41|Human Age Group|C0027362|[aggp]|["Age groups"-tx-1-"age groups"-noun-0]|TX|[365/10],[424/10]|M01.060
575498080|MMI|12.91|Airway Obstruction|C0001883|[dsyn]|["Airway Obstruction"-tx-1-"Airway obstruction"-noun-0]|TX|521/18|C08.618.846.185
575498080|MMI|12.91|Blood Circulation|C0005775|[phsf]|["Circulation"-tx-1-"Circulation"-noun-0]|TX|541/11|G09.330.190.163
575498080|MMI|12.91|Cardiopulmonary Resuscitation|C0007203|[topp]|["CPR"-tx-1-"CPR"-noun-0]|TX|516/3|E02.365.647.110
575498080|MMI|10.42|Physician service|C0587569|[hlca]|["medical services"-tx-6-"medical services"-noun-0,"medical services"-tx-4-"medical services"-noun-0]|TX|1222/16;1009/16|
575498080|MMI|9.75|Infant|C0021270|[aggp]|["Infants"-tx-1-"Infants"-noun-0]|TX|494/7|M01.060.703
575498080|MMI|9.74|Cessation of life|C0011065|[orgf]|["DEATH"-tx-3-"death"-adj-0]|TX|749/5|C23.550.260
575498080|MMI|7.70|Instructions:Text:Point in time:^Patient:Narrative|C3263700|[clna]|["Instructions"-tx-1-"instructions"-noun-0]|TX|[154/12],[380/12]|
575498080|MMI|7.55|Medical counseling|C0474166|[topp]|["Medical advice"-tx-5-"medical advice"-noun-0,"Medical advice"-tx-3-"medical advice"-noun-0]|TX|1156/14;943/14|
575498080|MMI|6.99|Professional Occupation|C2698884|[ocdi]|["Professional"-tx-5-"professional"-adj-0,"Professional"-tx-3-"professional"-adj-0]|TX|1143/12;930/12|
575498080|MMI|6.99|professional occupation status|C0679924|[prog]|["professional"-tx-5-"professional"-adj-0,"professional"-tx-3-"professional"-adj-0]|TX|1143/12;930/12|
575498080|MMI|5.18|Practice Experience|C0237607|[menp]|["practice"-tx-2-"practise"-verb-0]|TX|686/8|
575498080|MMI|5.18|Reading (datum presentation)|C1705179|[fndg]|["read"-tx-3-"Read"-verb-0]|TX|755/4|
575498080|MMI|3.63|Vital High Nitrogen Enteral Nutrition|C1875856|[food]|["VITAL"-tx-1-"vital"-adj-0]|TX|35/5|
575498080|MMI|3.54|Administration procedure|C1533734|[topp]|["Treatment"-tx-1-"Treatment"-noun-0]|TX|295/9|
575498080|MMI|3.54|Therapeutic procedure|C0087111|[topp]|["Treatment"-tx-1-"Treatment"-noun-0]|TX|295/9|E02
575498080|MMI|3.54|treatment - ActInformationManagementReason|C3887704|[hlca]|["treatment"-tx-1-"Treatment"-noun-0]|TX|295/9|
575498080|MMI|3.50|Negative Surgical Margin|C1709157|[fndg]|["Clear"-tx-1-"clear"-adj-0]|TX|148/5|
575498080|MMI|3.45|Circulatory Process|C1516559|[orgf]|["Circulation"-tx-1-"Circulation"-noun-0]|TX|541/11|
575498080|MMI|3.45|Clinical Partial Response|C4050019|[fndg]|["cPR"-tx-1-"CPR"-noun-0]|TX|516/3|
575498080|MMI|3.43|Death (finding)|C1306577|[fndg]|["Death"-tx-3-"death"-adj-0]|TX|749/5|
1340387230|MMI|39.64|Physicians|C0031831|[prog]|["Doctor"-tx-1-"doctor"-noun-0,"doctors"-tx-1-"doctors"-noun-0]|TX|1431/6;[466/7],[833/7]|M01.526.485.810;N02.360.810
1340387230|MMI|19.69|Laboratory|C0022877|[mnob,orgt]|["LABORATORY"-tx-1-"laboratory"-noun-0,"Lab"-tx-1-"lab"-noun-0]|TX|389/10;323/3|N02.278.487
1340387230|MMI|19.02|Application procedure|C0185125|[hlca]|["Application"-tx-1-"application"-noun-0]|TX|[12/11],[175/11],[1370/11],[1493/11],[1573/11]|
1340387230|MMI|16.09|Fasting|C0015663|[fndg]|["Fast"-tx-1-"fast"-adj-0]|TX|613/4|F01.145.407.400;G07.203.650.240.587;G07.203.650.353.400
1340387230|MMI|14.64|Learning|C0023185|[menp]|["learn"-tx-1-"Learn"-verb-0]|TX|484/5|F02.463.425;F02.784.629.529
1340387230|MMI|14.64|Rest|C0035253|[dora]|["Rest"-tx-1-"rest"-verb-0]|TX|33/4|I03.450.769.647
1340387230|MMI|13.56|Patients|C0030705|[podg]|["*^patient"-tx-1-"patient"-noun-0,"Patients"-tx-1-"patients"-noun-0]|TX|992/7;1142/8|M01.643
1340387230|MMI|13.02|Ensure (product)|C0218063|[food]|["ENSURE"-tx-1-"ensuring"-noun-0]|TX|963/8|x.x.x.x
1340387230|MMI|10.55|Experimental Result|C2825142|[fndg]|["Result"-tx-1-"result"-noun-0,"Result"-tx-1-"results"-noun-0]|TX|[1414/6],[1451/6];221/7|
1340387230|MMI|10.42|Reporting|C0700287|[hlca]|["inform"-tx-1-"informs"-verb-0,"reports"-tx-1-"reports"-noun-0]|TX|1306/7;131/7|
1340387230|MMI|9.88|patient care|C0017313|[hlca]|["Patient Care"-tx-1-"patient care"-noun-0]|TX|992/12|E02.760;N02.421.585
1340387230|MMI|7.70|Data call receiving device|C3245479|[medd]|["data"-tx-1-"data"-noun-0]|TX|[1551/4],[1717/4]|
1340387230|MMI|7.49|Test Result|C0456984|[fndg]|["Test"-tx-1-"test"-noun-0,"test results"-tx-1-"results test"-noun-0]|TX|791/4;283/7,301/4|
1340387230|MMI|7.36|Decision|C0679006|[menp]|["Call"-tx-1-"call"-noun-0,"Call"-tx-1-"call"-verb-0]|TX|[503/4],[1512/4];[503/4],[1512/4]|
1340387230|MMI|7.25|Laboratory Procedures|C0022885|[lbpr]|["Test"-tx-1-"test"-noun-0,"Tests"-tx-1-"tests"-noun-0]|TX|791/4;1232/5|
1340387230|MMI|7.23|Comfort|C1331418|[menp]|["Comfort"-tx-1-"comfort"-noun-0,"Ease"-tx-1-"ease"-noun-0]|TX|145/7;1474/4|
1340387230|MMI|6.72|Medical Specialities|C0037778|[bmod]|["Specialty"-tx-1-"specialty"-noun-0]|TX|935/9|H02.403
1340387230|MMI|6.70|Philosophy|C0031534|[ocdi]|["Philosophy"-tx-1-"philosophy"-noun-0]|TX|891/10|K01.752
1340387230|MMI|6.70|Arts|C0003826|[ocdi]|["Art"-tx-1-"art"-adj-0]|TX|569/3|K01.093
1340387230|MMI|6.69|Head|C0018670|[blor]|["HEAD"-tx-1-"heading"-verb-0]|TX|645/7|A01.456
1340387230|MMI|6.59|History|C0019664|[ocdi]|["History"-tx-1-"history"-noun-0]|TX|422/7|K01.400
1340387230|MMI|5.18|Confidential|C3846676|[fndg]|["Confidential"-tx-1-"confidential"-adj-0]|TX|1589/12|
1340387230|MMI|5.18|Services|C0557854|[ocac]|["Services"-tx-1-"services"-noun-0]|TX|431/8|
1340387230|MMI|5.18|inform|C1552002|[ocac]|["inform"-tx-1-"informs"-verb-0]|TX|1306/7|
1340387230|MMI|5.18|radiologist|C0260194|[prog]|["Radiologists"-tx-1-"radiologists"-noun-0]|TX|907/12|
1340387230|MMI|3.98|DELIVER (veterinary product)|C0308779|[orch,phsu]|["DELIVER"-tx-1-"delivering"-noun-0]|TX|1021/10|
1340387230|MMI|3.75|Medical Examination|C0582103|[hlca]|["Medical Inspection"-tx-1-"medical inspection"-noun-0]|TX|618/18|
1340387230|MMI|3.68|medical diagnosis|C0871813|[diap]|["medical diagnosis"-tx-1-"medical diagnosis"-noun-0]|TX|1050/17|
1340387230|MMI|3.57|Interventional procedure|C0184661|[topp]|["Procedure"-tx-1-"procedure"-noun-0]|TX|1250/9|
1340387230|MMI|3.57|Intravascular line|C0700221|[medd]|["Line"-tx-1-"line"-adj-0]|TX|100/4|
1340387230|MMI|3.57|Patient care - patient profile query reason|C3853617|[hlca]|["patient care"-tx-1-"patient care"-noun-0]|TX|992/12|
1340387230|MMI|3.57|Physical Medical Procedure|C3274430|[hlca]|["PROCEDURE"-tx-1-"procedure"-noun-0]|TX|1250/9|
1340387230|MMI|3.57|Surgical and medical procedures|C1948041|[topp]|["Procedure"-tx-1-"procedure"-noun-0]|TX|1250/9|
1340387230|MMI|3.55|Core Device Component|C1706352|[medd]|["Core"-tx-1-"core"-noun-0]|TX|877/4|
1340387230|MMI|3.55|Core Specimen|C3274653|[bdsu]|["Core"-tx-1-"core"-noun-0]|TX|877/4|
1340387230|MMI|3.54|Entire head|C1281590|[bpoc]|["Head"-tx-1-"heading"-verb-0]|TX|645/7|
1340387230|MMI|3.51|Readiness|C1318963|[fndg]|["Readiness"-tx-1-"ready"-adj-0]|TX|1218/5|
1340387230|MMI|3.50|Clinic / Center - Mobile|C1552449|[hcro,mnob]|["Mobile"-tx-1-"Mobile"-adj-0]|TX|1693/6|
1340387230|MMI|3.50|Lipid R1 MRI|C4049704|[diap]|["MOBILE"-tx-1-"Mobile"-adj-0]|TX|1693/6|
1340387230|MMI|3.50|Medical service|C0199168|[hlca]|["Medical"-tx-1-"medical"-adj-0]|TX|771/7|
1340387230|MMI|3.50|Precursor B-cell lymphoblastic leukemia|C1292769|[neop]|["c all"-tx-1-"call"-noun-0]|TX|1512/4|
1340387230|MMI|3.50|Professional Occupation|C2698884|[ocdi]|["Professional"-tx-1-"professional"-adj-0]|TX|1182/12|
1340387230|MMI|3.50|professional occupation status|C0679924|[prog]|["professional"-tx-1-"professional"-adj-0]|TX|1182/12|
1340387230|MMI|3.48|Fasting Status Indicator|C2985769|[fndg]|["FAST"-tx-1-"fast"-adj-0]|TX|613/4|
1340387230|MMI|3.44|History of present illness|C0262512|[orga]|["History, NOS"-tx-1-"history"-noun-0]|TX|422/7|
1340387230|MMI|3.44|History of previous events|C2004062|[fndg]|["History"-tx-1-"history"-noun-0]|TX|422/7|
1340387230|MMI|3.44|Medical History|C0262926|[fndg]|["History"-tx-1-"history"-noun-0]|TX|422/7|
1340387230|MMI|3.42|Stress|C0038435|[fndg]|["Stress"-tx-1-"stress"-noun-0]|TX|1113/6|
1340387230|MMI|3.42|bony process|C1184743|[bpoc]|["Process"-tx-1-"process"-noun-0]|TX|1125/7|
1340387230|MMI|3.42|Abortion consent:Finding:Point in time:^Patient:Document|C2360836|[clna]|["Patient"-tx-1-"patient"-noun-0]|TX|992/7|
1340387230|MMI|3.42|Hysterectomy consent:Finding:Point in time:^Patient:Document|C2360838|[clna]|["Patient"-tx-1-"patient"-noun-0]|TX|992/7|
1340387230|MMI|3.42|Sterilization consent:Finding:Point in time:^Patient:Document|C2360840|[clna]|["Patient"-tx-1-"patient"-noun-0]|TX|992/7|
1313664825|MMI|49.68|Surgeon|C0582175|[prog]|["Surgeons"-tx-1-"Surgeons"-noun-0,"Surgeons"-tx-1-"surgeons"-noun-0]|TX|1/8;[320/8],[523/8]|M01.526.485.810.910;N02.360.810.910
1313664825|MMI|26.24|Infantile Neuroaxonal Dystrophy|C0270724|[dsyn]|["PLAN"-tx-1-"plan"-noun-0,"PLAN"-tx-1-"plans"-noun-0]|TX|67/4;577/5|C10.228.140.744
1313664825|MMI|12.88|Color|C0009393|[npop]|["Colour"-tx-1-"color"-adj-0]|TX|252/5|G01.590.540.199
1313664825|MMI|11.49|Organ Transplantation|C0029216|[topp]|["Organ transplant"-tx-1-"organ transplant"-noun-0]|TX|120/16|E04.936.450
1313664825|MMI|10.59|Clinic / Center - Mobile|C1552449|[hcro,mnob]|["Mobile"-tx-1-"mobile"-adj-0]|TX|[31/6],[333/6],[423/6]|
1313664825|MMI|10.59|Lipid R1 MRI|C4049704|[diap]|["MOBILE"-tx-1-"mobile"-adj-0]|TX|[31/6],[333/6],[423/6]|
1313664825|MMI|8.34|Patients|C0030705|[podg]|["Patients"-tx-1-"patients"-noun-0]|TX|196/8|M01.643
1313664825|MMI|5.18|Excision of neoplasm|C1299802|[topp]|["Tumour resection"-tx-1-"tumor resection"-noun-0]|TX|103/15|
1313664825|MMI|5.18|Transplanted organ|C0524930|[bpoc]|["Organ Transplant"-tx-1-"organ transplant"-noun-0]|TX|120/16|
1313664825|MMI|5.18|tumor removal|C0749736|[topp]|["tumor resection"-tx-1-"tumor resection"-noun-0]|TX|103/15|
1313664825|MMI|3.68|Medical Devices|C0025080|[medd]|["DEVICE"-tx-1-"device"-noun-0]|TX|340/6|E07
1313664825|MMI|3.55|Data call receiving device|C3245479|[medd]|["data"-tx-1-"data"-noun-0]|TX|480/4|
1313664825|MMI|3.48|Operative Surgical Procedures|C0543467|[hlca]|["Surgical"-tx-1-"surgical"-adj-0]|TX|568/8|E04
1313664825|MMI|3.48|Surgical service|C0587668|[hlca]|["Surgical"-tx-1-"surgical"-adj-0]|TX|568/8|
1313664825|MMI|3.42|Minor Response|C4050513|[fndg]|["MR"-tx-1-"MR"-noun-0]|TX|220/2|
1113617566|MMI|39.18|Breast Feeding|C0006147|[orgf]|["Nursing"-tx-10-"nursing"-noun-0,"Nursing"-tx-1-"nursing"-verb-0]|TX|913/7;85/7|F01.145.407.199;G07.203.650.220.500.500;G07.203.650.353.199;G07.203.650.593.185;G07.700.620.185
1113617566|MMI|27.26|Centers for Disease Control and Prevention (U.S.)|C0007670|[hcro]|["CDC"-tx-11-"CDC"-noun-0]|TX|1163/3|I01.409.418.750.600.650.225;N03.540.348.500.500.600.650.225
1113617566|MMI|27.26|National Library of Medicine (U.S.)|C0027470|[hcro]|["National Library of Medicine"-tx-11-"National Library of Medicine"-noun-0]|TX|1133/28|I01.409.418.750.600.480.490;L01.346.596.563.725;N03.540.052.750.490;N03.540.348.500.500.600.480.490
1113617566|MMI|26.49|Discipline of Nursing|C0028677|[bmod]|["NURSING"-tx-10-"nursing"-noun-0,"NURSING"-tx-1-"nursing"-verb-0]|TX|913/7;85/7|H02.478;N04.452.758.377
1113617566|MMI|26.31|Veterinarian|C0242856|[prog]|["Vet"-tx-10-"Vetted"-noun-0,"Vet"-tx-5-"vetted"-adj-0]|TX|1003/6;618/6|M01.526.485.905;N02.360.905
1113617566|MMI|24.11|United States National Institutes of Health|C0027468|[hcro]|["NIH"-tx-11-"NIH"-noun-0]|TX|1168/3|I01.409.418.750.600.480;N03.540.052.750;N03.540.348.500.500.600.480
1113617566|MMI|22.52|Term Birth|C0233324|[orgf]|["Term"-tx-15-"terms"-noun-0]|TX|1587/5|G08.686.785.760.769.490.500
1113617566|MMI|22.48|Lunch|C2697949|[dora]|["Lunch"-tx-2-"lunch"-noun-0]|TX|351/5|F01.145.407.432.500.550;F01.145.466.349.500.550;G07.203.300.590.560;G07.203.650.353.432.500.550;J02.500.590.560
1113617566|MMI|20.69|Disease|C0012634|[dsyn]|["condition"-tx-15-"conditions"-noun-0]|TX|[1556/10],[1597/10]|C23.550.288
